OrderID,Date,Product,Category,Region,Quantity,Price,Sales,Discount,Profit,NetSales,ProfitMarginPct,Month,MonthName
ORD1067,2024-11-05,Pen Set,Stationery,North,5,143.33,716.65,0.0,250.83,716.65,35.0,11,November
ORD1068,2024-07-09,Desk Organizer,Furniture,North,1,643.46,643.46,0.0,128.69,643.46,20.0,7,July
ORD1069,2024-08-05,Stapler,Stationery,South,1,230.36,230.36,0.0,80.63,230.36,35.0,8,August
ORD1070,2024-02-13,Paper Ream,Stationery,West,1,193.99,193.99,0.0,67.9,193.99,35.0,2,February
ORD1071,2024-06-10,Water Bottle,Accessories,North,1,50.0,50.0,0.1,15.75,45.0,35.0,6,June
ORD1072,2024-07-20,Keyboard,Electronics,West,1,681.71,681.71,0.0,136.34,681.71,20.0,7,July
ORD1073,2024-09-26,Water Bottle,Accessories,West,1,210.49,210.49,0.0,73.67,210.49,35.0,9,September
ORD1074,2024-12-16,Coffee Maker,Appliances,East,1,787.16,787.16,0.0,157.43,787.16,20.0,12,December
ORD1075,2024-10-30,Coffee Maker,Appliances,North,1,675.77,675.77,0.0,135.15,675.77,20.0,10,October
ORD1076,2024-09-27,Backpack,Accessories,North,1,66.03,66.03,0.1,20.8,59.43,35.0,9,September
ORD1077,2024-08-02,Backpack,Accessories,Central,3,175.68,527.04,0.0,184.46,527.04,35.0,8,August
ORD1078,2024-09-08,Paper Ream,Stationery,East,1,223.7,223.7,0.0,78.29,223.7,35.0,9,September
ORD1079,2024-07-08,Paper Ream,Stationery,East,1,240.9,240.9,0.0,84.32,240.9,35.0,7,July
ORD1080,2024-10-22,Pen Set,Stationery,East,1,50.0,50.0,0.0,17.5,50.0,35.0,10,October
ORD1081,2024-07-31,Keyboard,Electronics,South,2,964.02,1928.04,0.0,385.61,1928.04,20.0,7,July
ORD1082,2024-07-26,Mouse,Electronics,North,1,869.19,869.19,0.0,173.84,869.19,20.0,7,July
ORD1083,2024-08-24,Printer,Electronics,East,1,837.35,837.35,0.0,167.47,837.35,20.0,8,August
ORD1084,2024-12-03,Coffee Maker,Appliances,South,1,607.23,607.23,0.0,121.45,607.23,20.0,12,December
ORD1085,2024-02-22,Coffee Maker,Appliances,North,1,824.42,824.42,0.0,164.88,824.42,20.0,2,February
ORD1086,2024-10-06,Desk Organizer,Furniture,East,1,722.41,722.41,0.0,144.48,722.41,20.0,10,October
ORD1087,2024-08-04,Desk Organizer,Furniture,Central,2,670.21,1340.42,0.0,268.08,1340.42,20.0,8,August
ORD1088,2024-09-08,Water Bottle,Accessories,South,1,149.04,149.04,0.0,52.16,149.04,35.0,9,September
ORD1089,2024-07-06,Stapler,Stationery,East,1,327.59,327.59,0.0,114.66,327.59,35.0,7,July
ORD1090,2024-02-10,Paper Ream,Stationery,South,2,50.0,100.0,0.0,35.0,100.0,35.0,2,February
ORD1091,2024-06-05,Coffee Maker,Appliances,Central,1,777.16,777.16,0.0,155.43,777.16,20.0,6,June
ORD1092,2024-01-15,Headphones,Electronics,North,1,632.17,632.17,0.0,126.43,632.17,20.0,1,January
ORD1093,2024-10-27,Water Bottle,Accessories,East,1,217.56,217.56,0.0,76.15,217.56,35.0,10,October
ORD1094,2024-03-05,Mouse,Electronics,North,1,728.91,728.91,0.0,145.78,728.91,20.0,3,March
ORD1095,2024-12-10,Pen Set,Stationery,East,2,50.0,100.0,0.0,35.0,100.0,35.0,12,December
ORD1096,2024-11-22,Headphones,Electronics,East,1,832.45,832.45,0.0,166.49,832.45,20.0,11,November
ORD1097,2024-01-09,Office Chair,Furniture,North,1,793.97,793.97,0.15,134.97,674.87,20.0,1,January
ORD1098,2024-12-09,Office Chair,Furniture,Central,2,730.79,1461.58,0.0,292.32,1461.58,20.0,12,December
ORD1099,2024-05-08,Pen Set,Stationery,North,1,240.65,240.65,0.1,75.8,216.58,35.0,5,May
ORD1100,2024-05-15,Printer,Electronics,West,1,599.67,599.67,0.05,113.94,569.69,20.0,5,May
ORD1101,2024-03-03,Desk Organizer,Furniture,North,1,865.2,865.2,0.0,173.04,865.2,20.0,3,March
ORD1102,2024-05-18,Paper Ream,Stationery,Central,1,50.0,50.0,0.0,17.5,50.0,35.0,5,May
ORD1103,2024-03-21,Paper Ream,Stationery,South,1,155.77,155.77,0.0,54.52,155.77,35.0,3,March
ORD1104,2024-06-11,Stapler,Stationery,West,1,142.07,142.07,0.0,49.72,142.07,35.0,6,June
ORD1105,2024-10-15,Coffee Maker,Appliances,South,1,654.68,654.68,0.0,130.94,654.68,20.0,10,October
ORD1106,2024-09-17,Desk Lamp,Furniture,Central,1,920.76,920.76,0.0,184.15,920.76,20.0,9,September
ORD1107,2024-08-18,Desk Organizer,Furniture,Central,1,730.77,730.77,0.05,138.85,694.23,20.0,8,August
ORD1108,2024-02-10,Keyboard,Electronics,South,1,503.4,503.4,0.0,100.68,503.4,20.0,2,February
ORD1109,2024-01-28,Headphones,Electronics,Central,3,704.37,2113.11,0.05,401.49,2007.45,20.0,1,January
ORD1110,2024-05-14,Paper Ream,Stationery,South,4,194.54,778.16,0.1,245.12,700.34,35.0,5,May
ORD1111,2024-07-19,Printer,Electronics,East,1,727.52,727.52,0.0,145.5,727.52,20.0,7,July
ORD1112,2024-11-23,Keyboard,Electronics,East,2,940.13,1880.26,0.0,376.05,1880.26,20.0,11,November
ORD1113,2024-09-24,Mouse,Electronics,Central,2,830.53,1661.06,0.0,332.21,1661.06,20.0,9,September
ORD1114,2024-02-02,Mouse,Electronics,North,1,847.33,847.33,0.0,169.47,847.33,20.0,2,February
ORD1115,2024-02-17,Office Chair,Furniture,South,1,749.48,749.48,0.0,149.9,749.48,20.0,2,February
ORD1116,2024-03-02,Pen Set,Stationery,East,2,294.15,588.3,0.0,205.9,588.3,35.0,3,March
ORD1117,2024-08-03,Notebook,Stationery,Central,1,101.03,101.03,0.0,35.36,101.03,35.0,8,August
ORD1118,2024-10-19,Coffee Maker,Appliances,South,1,802.21,802.21,0.0,160.44,802.21,20.0,10,October
ORD1119,2024-04-08,Water Bottle,Accessories,South,2,351.17,702.34,0.0,245.82,702.34,35.0,4,April
ORD1120,2024-06-20,Notebook,Stationery,North,1,178.27,178.27,0.0,62.39,178.27,35.0,6,June
ORD1121,2024-12-25,Printer,Electronics,North,3,892.5,2677.5,0.0,535.5,2677.5,20.0,12,December
ORD1122,2024-08-01,Office Chair,Furniture,North,1,840.62,840.62,0.0,168.12,840.62,20.0,8,August
ORD1123,2024-02-04,Headphones,Electronics,North,1,750.17,750.17,0.1,135.03,675.15,20.0,2,February
ORD1124,2024-08-14,Desk Organizer,Furniture,East,2,744.88,1489.76,0.0,297.95,1489.76,20.0,8,August
ORD1125,2024-04-10,Pen Set,Stationery,Central,2,50.0,100.0,0.0,35.0,100.0,35.0,4,April
ORD1126,2024-05-10,Office Chair,Furniture,East,1,857.48,857.48,0.0,171.5,857.48,20.0,5,May
ORD1127,2024-09-13,Backpack,Accessories,West,2,190.04,380.08,0.0,133.03,380.08,35.0,9,September
ORD1128,2024-01-05,Office Chair,Furniture,Central,2,767.62,1535.24,0.05,291.7,1458.48,20.0,1,January
ORD1129,2024-08-05,Stapler,Stationery,Central,1,50.0,50.0,0.0,17.5,50.0,35.0,8,August
ORD1130,2024-09-11,Water Bottle,Accessories,West,2,254.35,508.7,0.0,178.04,508.7,35.0,9,September
ORD1131,2024-12-24,Office Chair,Furniture,West,1,962.68,962.68,0.0,192.54,962.68,20.0,12,December
ORD1132,2024-10-09,Paper Ream,Stationery,West,1,50.0,50.0,0.0,17.5,50.0,35.0,10,October
ORD1133,2024-07-25,Office Chair,Furniture,North,3,979.53,2938.59,0.0,587.72,2938.59,20.0,7,July
ORD1134,2024-01-15,Pen Set,Stationery,West,1,443.49,443.49,0.0,155.22,443.49,35.0,1,January
ORD1135,2024-12-11,Monitor 24inch,Electronics,West,2,815.51,1631.02,0.1,293.58,1467.92,20.0,12,December
ORD1136,2024-02-11,Keyboard,Electronics,West,1,857.72,857.72,0.05,162.97,814.83,20.0,2,February
ORD1137,2024-06-27,Desk Organizer,Furniture,North,1,826.87,826.87,0.0,165.37,826.87,20.0,6,June
ORD1138,2024-03-03,Backpack,Accessories,North,1,341.18,341.18,0.1,107.47,307.06,35.0,3,March
ORD1139,2024-12-17,Notebook,Stationery,West,3,88.65,265.95,0.0,93.08,265.95,35.0,12,December
ORD1140,2024-08-18,Printer,Electronics,East,1,806.69,806.69,0.0,161.34,806.69,20.0,8,August
ORD1141,2024-08-28,Paper Ream,Stationery,North,1,281.3,281.3,0.0,98.46,281.3,35.0,8,August
ORD1142,2024-02-21,Office Chair,Furniture,South,1,678.55,678.55,0.0,135.71,678.55,20.0,2,February
ORD1143,2024-04-05,Office Chair,Furniture,Central,3,601.42,1804.26,0.0,360.85,1804.26,20.0,4,April
ORD1144,2024-08-09,Mouse,Electronics,South,1,759.71,759.71,0.0,151.94,759.71,20.0,8,August
ORD1145,2024-08-18,Keyboard,Electronics,South,1,1000.28,1000.28,0.0,200.06,1000.28,20.0,8,August
ORD1146,2024-08-24,Desk Lamp,Furniture,West,1,476.37,476.37,0.1,85.75,428.73,20.0,8,August
ORD1147,2024-05-22,Office Chair,Furniture,North,1,793.48,793.48,0.0,158.7,793.48,20.0,5,May
ORD1148,2024-06-19,Mouse,Electronics,Central,1,767.73,767.73,0.0,153.55,767.73,20.0,6,June
ORD1149,2024-01-29,Pen Set,Stationery,North,5,50.0,250.0,0.0,87.5,250.0,35.0,1,January
ORD1150,2024-02-05,Backpack,Accessories,Central,1,151.67,151.67,0.0,53.08,151.67,35.0,2,February
ORD1151,2024-01-13,Desk Organizer,Furniture,North,2,797.1,1594.2,0.0,318.84,1594.2,20.0,1,January
ORD1152,2024-06-08,Pen Set,Stationery,South,1,146.07,146.07,0.0,51.12,146.07,35.0,6,June
ORD1153,2024-11-22,Stapler,Stationery,West,1,84.79,84.79,0.05,28.19,80.55,35.0,11,November
ORD1154,2024-07-05,Mouse,Electronics,West,1,481.88,481.88,0.0,96.38,481.88,20.0,7,July
ORD1155,2024-08-30,Office Chair,Furniture,West,1,930.98,930.98,0.0,186.2,930.98,20.0,8,August
ORD1156,2024-03-26,Headphones,Electronics,North,1,631.1,631.1,0.0,126.22,631.1,20.0,3,March
ORD1157,2024-10-10,Stapler,Stationery,West,1,56.66,56.66,0.0,19.83,56.66,35.0,10,October
ORD1158,2024-03-06,Notebook,Stationery,West,1,262.28,262.28,0.0,91.8,262.28,35.0,3,March
ORD1159,2024-06-18,Desk Lamp,Furniture,West,1,952.59,952.59,0.0,190.52,952.59,20.0,6,June
ORD1160,2024-02-14,Desk Lamp,Furniture,West,1,737.06,737.06,0.0,147.41,737.06,20.0,2,February
ORD1161,2024-03-02,Printer,Electronics,Central,1,858.72,858.72,0.0,171.74,858.72,20.0,3,March
ORD1162,2024-05-13,Backpack,Accessories,West,1,235.32,235.32,0.05,78.24,223.55,35.0,5,May
ORD1163,2024-10-10,Stapler,Stationery,South,1,203.31,203.31,0.0,71.16,203.31,35.0,10,October
ORD1164,2024-01-28,Desk Lamp,Furniture,South,1,871.17,871.17,0.0,174.23,871.17,20.0,1,January
ORD1165,2024-04-17,Notebook,Stationery,Central,1,112.85,112.85,0.0,39.5,112.85,35.0,4,April
ORD1166,2024-02-13,Printer,Electronics,Central,1,839.14,839.14,0.0,167.83,839.14,20.0,2,February
ORD1167,2024-12-05,Notebook,Stationery,East,2,50.0,100.0,0.05,33.25,95.0,35.0,12,December
ORD1168,2024-10-12,Notebook,Stationery,North,1,65.48,65.48,0.0,22.92,65.48,35.0,10,October
ORD1169,2024-11-26,Water Bottle,Accessories,West,1,50.0,50.0,0.0,17.5,50.0,35.0,11,November
ORD1170,2024-05-07,Coffee Maker,Appliances,Central,1,550.17,550.17,0.0,110.03,550.17,20.0,5,May
ORD1171,2024-12-13,Stapler,Stationery,North,3,353.57,1060.71,0.05,352.69,1007.67,35.0,12,December
ORD1172,2024-08-18,Coffee Maker,Appliances,North,1,795.48,795.48,0.1,143.19,715.93,20.0,8,August
ORD1173,2024-07-08,Desk Organizer,Furniture,South,2,932.4,1864.8,0.0,372.96,1864.8,20.0,7,July
ORD1174,2024-08-12,Pen Set,Stationery,Central,1,186.94,186.94,0.0,65.43,186.94,35.0,8,August
ORD1175,2024-10-09,Pen Set,Stationery,South,1,50.0,50.0,0.0,17.5,50.0,35.0,10,October
ORD1176,2024-04-30,Keyboard,Electronics,North,2,802.21,1604.42,0.0,320.88,1604.42,20.0,4,April
ORD1177,2024-04-25,Headphones,Electronics,Central,1,841.71,841.71,0.0,168.34,841.71,20.0,4,April
ORD1178,2024-08-20,Office Chair,Furniture,Central,3,823.5,2470.5,0.0,494.1,2470.5,20.0,8,August
ORD1179,2024-09-15,Water Bottle,Accessories,North,1,50.0,50.0,0.0,17.5,50.0,35.0,9,September
ORD1180,2024-12-24,Water Bottle,Accessories,North,2,180.72,361.44,0.0,126.5,361.44,35.0,12,December
ORD1181,2024-07-16,Keyboard,Electronics,Central,1,917.92,917.92,0.0,183.58,917.92,20.0,7,July
ORD1182,2024-05-16,Water Bottle,Accessories,Central,3,50.0,150.0,0.0,52.5,150.0,35.0,5,May
ORD1183,2024-11-13,Monitor 24inch,Electronics,East,1,646.45,646.45,0.0,129.29,646.45,20.0,11,November
ORD1184,2024-06-13,Office Chair,Furniture,East,2,822.41,1644.82,0.0,328.96,1644.82,20.0,6,June
ORD1185,2024-08-12,Office Chair,Furniture,East,1,709.35,709.35,0.0,141.87,709.35,20.0,8,August
ORD1186,2024-11-02,Keyboard,Electronics,South,1,682.9,682.9,0.0,136.58,682.9,20.0,11,November
ORD1187,2024-08-21,Backpack,Accessories,East,1,276.44,276.44,0.0,96.75,276.44,35.0,8,August
ORD1188,2024-06-20,Mouse,Electronics,East,3,697.0,2091.0,0.0,418.2,2091.0,20.0,6,June
ORD1189,2024-05-31,Headphones,Electronics,North,1,884.04,884.04,0.0,176.81,884.04,20.0,5,May
ORD1190,2024-11-10,Notebook,Stationery,West,1,457.21,457.21,0.0,160.02,457.21,35.0,11,November
ORD1191,2024-06-08,Water Bottle,Accessories,Central,2,138.47,276.94,0.0,96.93,276.94,35.0,6,June
ORD1192,2024-04-05,Pen Set,Stationery,North,1,145.8,145.8,0.0,51.03,145.8,35.0,4,April
ORD1193,2024-08-20,Coffee Maker,Appliances,South,1,1012.5,1012.5,0.0,202.5,1012.5,20.0,8,August
ORD1194,2024-06-28,Coffee Maker,Appliances,East,2,875.89,1751.78,0.0,350.36,1751.78,20.0,6,June
ORD1195,2024-04-22,Stapler,Stationery,East,1,266.71,266.71,0.0,93.35,266.71,35.0,4,April
ORD1196,2024-11-13,Headphones,Electronics,North,1,791.07,791.07,0.0,158.21,791.07,20.0,11,November
ORD1197,2024-02-21,Headphones,Electronics,South,1,874.48,874.48,0.1,157.41,787.03,20.0,2,February
ORD1198,2024-09-24,Monitor 24inch,Electronics,East,2,867.17,1734.34,0.0,346.87,1734.34,20.0,9,September
ORD1199,2024-10-21,Stapler,Stationery,West,2,279.69,559.38,0.0,195.78,559.38,35.0,10,October
ORD1200,2024-04-22,Desk Organizer,Furniture,Central,1,851.55,851.55,0.0,170.31,851.55,20.0,4,April
ORD1201,2024-04-10,Printer,Electronics,East,1,824.92,824.92,0.1,148.49,742.43,20.0,4,April
ORD1202,2024-04-22,Water Bottle,Accessories,Central,1,50.0,50.0,0.1,15.75,45.0,35.0,4,April
ORD1203,2024-03-21,Notebook,Stationery,Central,4,276.38,1105.52,0.1,348.24,994.97,35.0,3,March
ORD1204,2024-07-05,Desk Lamp,Furniture,North,1,803.4,803.4,0.0,160.68,803.4,20.0,7,July
ORD1205,2024-04-22,Headphones,Electronics,South,2,803.57,1607.14,0.0,321.43,1607.14,20.0,4,April
ORD1206,2024-01-02,Desk Lamp,Furniture,North,1,747.86,747.86,0.0,149.57,747.86,20.0,1,January
ORD1207,2024-05-09,Headphones,Electronics,North,1,762.9,762.9,0.0,152.58,762.9,20.0,5,May
ORD1208,2024-08-07,Printer,Electronics,Central,2,777.58,1555.16,0.0,311.03,1555.16,20.0,8,August
ORD1209,2024-02-23,Stapler,Stationery,East,2,97.23,194.46,0.0,68.06,194.46,35.0,2,February
ORD1210,2024-12-08,Desk Lamp,Furniture,Central,1,832.05,832.05,0.0,166.41,832.05,20.0,12,December
ORD1211,2024-08-11,Office Chair,Furniture,East,1,906.76,906.76,0.1,163.22,816.08,20.0,8,August
ORD1212,2024-08-12,Office Chair,Furniture,East,1,809.87,809.87,0.1,145.78,728.88,20.0,8,August
ORD1213,2024-05-05,Coffee Maker,Appliances,West,2,927.86,1855.72,0.15,315.47,1577.36,20.0,5,May
ORD1214,2024-05-09,Desk Lamp,Furniture,North,1,737.93,737.93,0.0,147.59,737.93,20.0,5,May
ORD1215,2024-02-22,Pen Set,Stationery,West,1,319.12,319.12,0.1,100.52,287.21,35.0,2,February
ORD1216,2024-06-20,Desk Organizer,Furniture,East,5,746.54,3732.7,0.0,746.54,3732.7,20.0,6,June
ORD1217,2024-08-05,Notebook,Stationery,North,2,324.41,648.82,0.0,227.09,648.82,35.0,8,August
ORD1218,2024-06-08,Monitor 24inch,Electronics,South,1,638.67,638.67,0.0,127.73,638.67,20.0,6,June
ORD1219,2024-07-16,Backpack,Accessories,East,1,50.0,50.0,0.0,17.5,50.0,35.0,7,July
ORD1220,2024-09-03,Stapler,Stationery,West,1,145.84,145.84,0.0,51.04,145.84,35.0,9,September
ORD1221,2024-11-19,Coffee Maker,Appliances,West,1,828.11,828.11,0.0,165.62,828.11,20.0,11,November
ORD1222,2024-07-21,Coffee Maker,Appliances,North,3,918.12,2754.36,0.1,495.78,2478.92,20.0,7,July
ORD1223,2024-07-02,Pen Set,Stationery,North,1,124.32,124.32,0.0,43.51,124.32,35.0,7,July
ORD1224,2024-05-02,Headphones,Electronics,South,1,819.97,819.97,0.0,163.99,819.97,20.0,5,May
ORD1225,2024-09-11,Coffee Maker,Appliances,North,1,859.09,859.09,0.0,171.82,859.09,20.0,9,September
ORD1226,2024-10-20,Desk Organizer,Furniture,East,1,725.22,725.22,0.05,137.79,688.96,20.0,10,October
ORD1227,2024-10-06,Water Bottle,Accessories,Central,1,83.34,83.34,0.0,29.17,83.34,35.0,10,October
ORD1228,2024-11-20,Stapler,Stationery,West,4,320.46,1281.84,0.0,448.64,1281.84,35.0,11,November
ORD1229,2024-04-07,Stapler,Stationery,North,1,81.51,81.51,0.05,27.1,77.43,35.0,4,April
ORD1230,2024-07-16,Desk Lamp,Furniture,East,1,824.35,824.35,0.0,164.87,824.35,20.0,7,July
ORD1231,2024-08-27,Headphones,Electronics,North,1,618.11,618.11,0.0,123.62,618.11,20.0,8,August
ORD1232,2024-05-23,Headphones,Electronics,East,2,726.47,1452.94,0.1,261.53,1307.65,20.0,5,May
ORD1233,2024-04-06,Office Chair,Furniture,South,4,753.48,3013.92,0.1,542.51,2712.53,20.0,4,April
ORD1234,2024-07-19,Backpack,Accessories,North,2,229.03,458.06,0.0,160.32,458.06,35.0,7,July
ORD1235,2024-05-03,Monitor 24inch,Electronics,Central,1,1041.22,1041.22,0.0,208.24,1041.22,20.0,5,May
ORD1236,2024-07-05,Headphones,Electronics,West,1,796.02,796.02,0.0,159.2,796.02,20.0,7,July
ORD1237,2024-11-21,Water Bottle,Accessories,South,1,365.35,365.35,0.0,127.87,365.35,35.0,11,November
ORD1238,2024-12-14,Headphones,Electronics,South,1,798.03,798.03,0.0,159.61,798.03,20.0,12,December
ORD1239,2024-09-15,Desk Organizer,Furniture,South,1,942.61,942.61,0.05,179.1,895.48,20.0,9,September
ORD1240,2024-05-27,Paper Ream,Stationery,South,1,231.83,231.83,0.0,81.14,231.83,35.0,5,May
ORD1241,2024-09-08,Headphones,Electronics,West,2,1021.6,2043.2,0.05,388.21,1941.04,20.0,9,September
ORD1242,2024-12-11,Notebook,Stationery,South,1,248.46,248.46,0.0,86.96,248.46,35.0,12,December
ORD1243,2024-05-26,Printer,Electronics,East,1,860.87,860.87,0.0,172.17,860.87,20.0,5,May
